3,9,4131,"2020-03-28"
10,12,1940,"2021-01-17"
8,13,6617,"2020-07-26"
5,17,3966,"2021-03-16"
8,4,8653,"2020-08-07"
8,9,5382,"2020-05-30"
6,8,9840,"2023-08-16"
9,9,8597,"2024-03-08"
10,9,2061,"2020-11-21"
10,9,8485,"2024-07-07"
9,16,5937,"2024-04-12"
9,9,1622,"2024-03-25"
1,13,8073,"2025-04-13"
3,18,2916,"2024-09-22"
9,9,4512,"2022-12-09"
2,17,6995,"2025-06-13"
1,17,6159,"2020-05-11"
10,10,5060,"2021-07-10"
2,19,5835,"2020-01-29"
4,20,9439,"2022-05-01"
9,4,4747,"2020-06-18"
5,19,8035,"2025-05-01"
6,20,7392,"2024-04-15"
9,4,6557,"2024-01-15"
3,8,1634,"2025-04-08"
5,13,844,"2022-03-31"
7,11,1612,"2024-11-04"
8,8,6808,"2023-01-20"
5,7,7305,"2023-06-19"
10,20,7304,"2025-06-14"
5,9,7625,"2024-01-02"
3,13,1828,"2020-04-02"
10,10,9870,"2021-01-05"
6,8,6007,"2023-05-27"
2,15,3175,"2022-06-01"
10,3,7581,"2025-07-27"
6,9,562,"2024-07-05"
10,7,9703,"2020-07-30"
1,11,223,"2024-06-17"
2,17,5245,"2025-11-06"
9,13,3847,"2022-04-07"
1,5,3466,"2021-01-02"
3,21,5406,"2025-04-10"
4,20,1161,"2021-04-23"
2,1,5498,"2023-09-30"
4,12,2208,"2024-11-19"
10,7,3861,"2026-02-21"
2,18,949,"2021-01-03"
7,6,2376,"2022-04-22"
2,19,1283,"2021-01-17"
4,1,6948,"2022-08-28"
4,8,1538,"2023-06-19"
1,3,9567,"2020-04-30"
5,5,9135,"2022-01-25"
1,11,2271,"2026-01-15"
7,6,7058,"2025-10-13"
7,4,5676,"2020-06-03"
5,16,633,"2022-12-04"
6,5,2345,"2025-05-12"
4,20,3820,"2024-02-24"
3,8,9026,"2026-01-10"
9,19,1423,"2024-01-16"
5,11,2679,"2025-08-28"
8,6,6389,"2025-09-20"
5,19,255,"2022-12-13"
10,21,747,"2020-10-25"
6,14,1034,"2021-02-21"
5,14,7309,"2021-11-17"
3,9,1155,"2022-07-21"
9,5,6891,"2020-12-04"
5,20,6032,"2025-02-28"
3,5,2073,"2023-05-07"
1,14,8201,"2024-08-31"
10,2,6362,"2024-08-30"
7,17,6430,"2025-03-30"
4,7,2283,"2021-11-02"
2,2,2621,"2023-10-13"
2,15,7510,"2024-06-20"
3,5,4548,"2020-07-29"
5,21,8825,"2026-02-23"
10,19,2641,"2024-01-10"
6,1,1458,"2022-06-03"
3,12,9137,"2024-09-17"
2,6,9428,"2023-02-10"
6,3,2765,"2022-01-11"
6,1,3730,"2024-08-03"
1,21,2639,"2021-05-25"
8,4,6950,"2024-07-28"
5,9,2544,"2024-05-15"
7,10,640,"2020-07-05"
5,13,9683,"2023-06-09"
10,7,2606,"2021-10-18"
10,15,3470,"2020-10-15"
1,2,3689,"2021-05-13"
2,2,9485,"2025-06-01"
3,8,8615,"2024-06-14"
1,12,3805,"2024-04-05"
2,16,2180,"2022-02-10"
4,6,203,"2020-04-20"
9,17,7477,"2021-12-20"
10,16,8932,"2026-01-29"
10,7,9032,"2020-05-28"
5,12,2565,"2024-11-26"
6,5,9827,"2026-02-02"
7,6,2446,"2021-09-16"
1,2,9512,"2024-02-12"
5,8,4129,"2025-11-27"
8,7,1681,"2022-06-15"
6,7,5164,"2021-02-17"
6,9,1274,"2020-10-06"
1,14,4412,"2020-03-20"
4,2,8539,"2023-07-30"
6,20,5909,"2022-03-22"
6,19,7742,"2022-05-25"
3,12,8352,"2020-04-17"
4,20,8440,"2020-04-22"
5,7,3535,"2025-07-13"
9,8,8549,"2020-02-29"
5,3,8839,"2024-09-03"
6,8,1038,"2022-09-12"
1,5,8182,"2023-11-18"
